Term	Overlap	P-value	Adjusted P-value	Z-score	Combined Score	Genes
lactation (GO:0007595)	1/42	0.3869490271158184668820467777550220489501953125	0.687752224993648741957485981401987373828887939453125	1.1711844926999397	-0.43840556066273484	DDR1
positive regulation of sodium ion transport (GO:0010765)	1/31	0.305105818407411799597639401326887309551239013671875	0.67980082802563968069620159440091811120510101318359375	1.137867832126462	-0.43916626123776653	PRSS8
negative regulation of stress-activated protein kinase signaling cascade (GO:0070303)	1/36	0.34357282997968197069127427312196232378482818603515625	0.67980082802563968069620159440091811120510101318359375	1.1412471765300194	-0.44047053753879495	F2RL1
hexose catabolic process (GO:0019320)	1/35	0.33605261430103083863940582887153141200542449951171875	0.67980082802563968069620159440091811120510101318359375	1.1420040862430074	-0.4407626709477571	FUT1
telencephalon cell migration (GO:0022029)	1/40	0.37281650079494477179054001680924557149410247802734375	0.6831908290429529184706325395382009446620941162109375	1.1574773386791573	-0.4409769435662639	GPR56
regulated secretory pathway (GO:0045055)	1/36	0.34357282997968197069127427312196232378482818603515625	0.67980082802563968069620159440091811120510101318359375	1.144788455386918	-0.4418373133203707	ANXA3
nerve development (GO:0021675)	1/35	0.33605261430103083863940582887153141200542449951171875	0.67980082802563968069620159440091811120510101318359375	1.1453452643677544	-0.442052216766477	ERBB3
cardiac muscle contraction (GO:0060048)	1/41	0.379922778451818154987762454766198061406612396240234375	0.68684599551896485802870984116452746093273162841796875	1.1769551890503422	-0.4421175455373375	PPP1R13L
regulation of toll-like receptor signaling pathway (GO:0034121)	1/37	0.35100838444258908310757760773412883281707763671875	0.67980082802563968069620159440091811120510101318359375	1.1480999075291625	-0.44311538623491953	F2RL1
regulation of signal transduction by p53 class mediator (GO:1901796)	1/44	0.40076501060194080761078794239438138902187347412109375	0.68914100295777480642556156453792937099933624267578125	1.190244847993729	-0.4431393216441274	MUC1
actin filament bundle organization (GO:0061572)	1/45	0.407556507125565736782135672910953871905803680419921875	0.68914100295777480642556156453792937099933624267578125	1.192093192128468	-0.44382747750333046	RHOD
regulation of mesonephros development (GO:0061217)	1/25	0.255977916633279678482182362131425179541110992431640625	0.65374642749529165985933332194690592586994171142578125	1.0453778575510464	-0.4443229389830263	TACSTD2
negative regulation of JNK cascade (GO:0046329)	1/32	0.31297436662817179620077467916416935622692108154296875	0.67980082802563968069620159440091811120510101318359375	1.1525803163203117	-0.4448446243081575	F2RL1
negative regulation of epidermal growth factor receptor signaling pathway (GO:0042059)	1/43	0.393896142558076867157268452501739375293254852294921875	0.6889586073547653288784431424573995172977447509765625	1.1943952168720984	-0.44500070646545703	CBLC
pituitary gland development (GO:0021983)	1/29	0.289099029532833784461587356418021954596042633056640625	0.67110663953955806970697040014783851802349090576171875	1.1182502520147701	-0.4459886486121111	CDH1
neuron apoptotic process (GO:0051402)	1/38	0.358360224974375196627107698077452369034290313720703125	0.67980082802563968069620159440091811120510101318359375	1.156345146124797	-0.4462976807904227	ERBB3
negative regulation of ERBB signaling pathway (GO:1901185)	1/44	0.40076501060194080761078794239438138902187347412109375	0.68914100295777480642556156453792937099933624267578125	1.1990288989821625	-0.44640970622328613	CBLC
regulation of meiotic cell cycle (GO:0051445)	1/38	0.358360224974375196627107698077452369034290313720703125	0.67980082802563968069620159440091811120510101318359375	1.1583888868976173	-0.4470864736262842	OVOL1
cellular response to amino acid stimulus (GO:0071230)	1/45	0.407556507125565736782135672910953871905803680419921875	0.68914100295777480642556156453792937099933624267578125	1.2011568402624908	-0.44720195872246954	CDH1
lysosomal transport (GO:0007041)	1/48	0.427475381778040119939987562247551977634429931640625	0.69822543148817095559621748179779388010501861572265625	1.2451639967347434	-0.4472794192669011	HOOK2
nucleus organization (GO:0006997)	1/43	0.393896142558076867157268452501739375293254852294921875	0.6889586073547653288784431424573995172977447509765625	1.200586209233895	-0.44730730978720895	MAP7
pigmentation (GO:0043473)	1/37	0.35100838444258908310757760773412883281707763671875	0.67980082802563968069620159440091811120510101318359375	1.1595043940683283	-0.4475170096689716	SHROOM3
muscle adaptation (GO:0043500)	1/28	0.28095875147565407825567262989352457225322723388671875	0.66783805462583589740432898906874470412731170654296875	1.1088435101567082	-0.4476507345004792	MYH14
regulation of ARF GTPase activity (GO:0032312)	1/34	0.32844677947276579299540344436536543071269989013671875	0.67980082802563968069620159440091811120510101318359375	1.1605952113760925	-0.44793801652514487	ADAP1
L-amino acid transport (GO:0015807)	1/47	0.4209108409350588164699047410977073013782501220703125	0.69787865255273906495148139583761803805828094482421875	1.2480462093414806	-0.4489347538116045	SERINC2
regulation of lamellipodium organization (GO:1902743)	1/28	0.28095875147565407825567262989352457225322723388671875	0.66783805462583589740432898906874470412731170654296875	1.1137202119757996	-0.4496195056852856	SSH3
alditol phosphate metabolic process (GO:0052646)	1/35	0.33605261430103083863940582887153141200542449951171875	0.67980082802563968069620159440091811120510101318359375	1.165156564331624	-0.4496984954376413	SERINC2
regulation of humoral immune response (GO:0002920)	1/45	0.407556507125565736782135672910953871905803680419921875	0.68914100295777480642556156453792937099933624267578125	1.2088104092587675	-0.4500514542517999	CD46
actin filament bundle assembly (GO:0051017)	1/45	0.407556507125565736782135672910953871905803680419921875	0.68914100295777480642556156453792937099933624267578125	1.2111197773615316	-0.45091125365879625	RHOD
regulation of cellular pH (GO:0030641)	1/32	0.31297436662817179620077467916416935622692108154296875	0.67980082802563968069620159440091811120510101318359375	1.1691401645113042	-0.4512359875327529	RAB20
regulation of regulated secretory pathway (GO:1903305)	1/30	0.297147710380224749915356596829951740801334381103515625	0.67401797720392442325731963137513957917690277099609375	1.144895003868417	-0.45165935712249355	F2RL1
actin cytoskeleton reorganization (GO:0031532)	1/41	0.379922778451818154987762454766198061406612396240234375	0.68684599551896485802870984116452746093273162841796875	1.2058547164922246	-0.4529735137667681	PRKCZ
keratan sulfate metabolic process (GO:0042339)	1/33	0.320754356771608073461976573526044376194477081298828125	0.67980082802563968069620159440091811120510101318359375	1.1737199025024814	-0.45300356224947125	B3GNT3
positive regulation of glucose import (GO:0046326)	1/30	0.297147710380224749915356596829951740801334381103515625	0.67401797720392442325731963137513957917690277099609375	1.148619719987553	-0.45312875202957986	PRKCZ
trivalent inorganic cation transport (GO:0072512)	1/35	0.33605261430103083863940582887153141200542449951171875	0.67980082802563968069620159440091811120510101318359375	1.1759558332010105	-0.45386653182953635	STEAP4
ribonucleoside bisphosphate metabolic process (GO:0033875)	1/35	0.33605261430103083863940582887153141200542449951171875	0.67980082802563968069620159440091811120510101318359375	1.1760094891385002	-0.45388724062962305	SULT2B1
sulfur compound transport (GO:0072348)	1/32	0.31297436662817179620077467916416935622692108154296875	0.67980082802563968069620159440091811120510101318359375	1.1762748944115673	-0.453989675234236	TSPAN1
regulation of sodium ion transmembrane transport (GO:1902305)	1/38	0.358360224974375196627107698077452369034290313720703125	0.67980082802563968069620159440091811120510101318359375	1.1778544544587009	-0.454599315001452	PTPN3
actin polymerization or depolymerization (GO:0008154)	1/41	0.379922778451818154987762454766198061406612396240234375	0.68684599551896485802870984116452746093273162841796875	1.2104862332519868	-0.45471332072033044	COBL
placenta development (GO:0001890)	1/36	0.34357282997968197069127427312196232378482818603515625	0.67980082802563968069620159440091811120510101318359375	1.1823533058374287	-0.4563356710913926	GJB3
positive regulation of dendrite development (GO:1900006)	1/39	0.36562928829993890378347032310557551681995391845703125	0.680449138227789518396093626506626605987548828125	1.1869229445132092	-0.45696794658978884	COBL
regulation of CD4-positive, alpha-beta T cell differentiation (GO:0043370)	1/28	0.28095875147565407825567262989352457225322723388671875	0.66783805462583589740432898906874470412731170654296875	1.1325010294081483	-0.45720150137818744	PRKCZ
lymphocyte migration (GO:0072676)	1/28	0.28095875147565407825567262989352457225322723388671875	0.66783805462583589740432898906874470412731170654296875	1.1340212405117351	-0.45781522514613393	CXCL16
embryo implantation (GO:0007566)	1/39	0.36562928829993890378347032310557551681995391845703125	0.680449138227789518396093626506626605987548828125	1.1907273903800675	-0.4584326666238288	DDR1
long-term synaptic potentiation (GO:0060291)	1/30	0.297147710380224749915356596829951740801334381103515625	0.67401797720392442325731963137513957917690277099609375	1.1626137166788173	-0.4586493626775386	PRKCZ
negative regulation of viral genome replication (GO:0045071)	1/40	0.37281650079494477179054001680924557149410247802734375	0.6831908290429529184706325395382009446620941162109375	1.204960212122944	-0.45906701902888924	SLPI
intermediate filament cytoskeleton organization (GO:0045104)	1/37	0.35100838444258908310757760773412883281707763671875	0.67980082802563968069620159440091811120510101318359375	1.1901915183783258	-0.4593608717334916	DSP
ferric iron transport (GO:0015682)	1/35	0.33605261430103083863940582887153141200542449951171875	0.67980082802563968069620159440091811120510101318359375	1.190243879069633	-0.45938108062628913	STEAP4
cell surface receptor signaling pathway involved in heart development (GO:0061311)	1/21	0.22132358371752636205798125956789590418338775634765625	0.65374642749529165985933332194690592586994171142578125	1.0837800311299117	-0.46064523479659014	JUP
regulation of sodium ion transmembrane transporter activity (GO:2000649)	1/30	0.297147710380224749915356596829951740801334381103515625	0.67401797720392442325731963137513957917690277099609375	1.1690419899278648	-0.4611853068062687	PTPN3
sensory perception of taste (GO:0050909)	1/32	0.31297436662817179620077467916416935622692108154296875	0.67980082802563968069620159440091811120510101318359375	1.1952877113384917	-0.4613277750465765	SCNN1A
regulation of substrate adhesion-dependent cell spreading (GO:1900024)	1/30	0.297147710380224749915356596829951740801334381103515625	0.67401797720392442325731963137513957917690277099609375	1.172434158159574	-0.4625235120719117	TACSTD2
detection of mechanical stimulus (GO:0050982)	1/39	0.36562928829993890378347032310557551681995391845703125	0.680449138227789518396093626506626605987548828125	1.2036872815328958	-0.4634222532482276	JUP
purine nucleoside bisphosphate metabolic process (GO:0034032)	1/35	0.33605261430103083863940582887153141200542449951171875	0.67980082802563968069620159440091811120510101318359375	1.201244564385921	-0.4636268547882838	SULT2B1
excretion (GO:0007588)	1/45	0.407556507125565736782135672910953871905803680419921875	0.68914100295777480642556156453792937099933624267578125	1.245465369243816	-0.4636984396851303	SCNN1A
axon cargo transport (GO:0008088)	1/40	0.37281650079494477179054001680924557149410247802734375	0.6831908290429529184706325395382009446620941162109375	1.2186780961935144	-0.4642932730448336	KLC3
intermediate filament-based process (GO:0045103)	1/38	0.358360224974375196627107698077452369034290313720703125	0.67980082802563968069620159440091811120510101318359375	1.2031874397002944	-0.46437671805339603	DSP
regulation of actin filament depolymerization (GO:0030834)	1/39	0.36562928829993890378347032310557551681995391845703125	0.680449138227789518396093626506626605987548828125	1.2086374713370533	-0.4653280872204265	F2RL1
cardiac muscle tissue development (GO:0048738)	1/28	0.28095875147565407825567262989352457225322723388671875	0.66783805462583589740432898906874470412731170654296875	1.1529340156563703	-0.4654504934300614	PPP1R13L
long-term memory (GO:0007616)	1/28	0.28095875147565407825567262989352457225322723388671875	0.66783805462583589740432898906874470412731170654296875	1.1566659923890996	-0.4669571281447371	PRKCZ
positive regulation of protein acetylation (GO:1901985)	1/21	0.22132358371752636205798125956789590418338775634765625	0.65374642749529165985933332194690592586994171142578125	1.1003798562087277	-0.4677007535378253	MUC1
retina homeostasis (GO:0001895)	1/39	0.36562928829993890378347032310557551681995391845703125	0.680449138227789518396093626506626605987548828125	1.215335957224983	-0.4679070190336651	CDH3
negative regulation of small GTPase mediated signal transduction (GO:0051058)	1/39	0.36562928829993890378347032310557551681995391845703125	0.680449138227789518396093626506626605987548828125	1.2188966416314266	-0.46927789036881656	TNK1
embryonic cranial skeleton morphogenesis (GO:0048701)	1/29	0.289099029532833784461587356418021954596042633056640625	0.67110663953955806970697040014783851802349090576171875	1.1781091786586946	-0.4698620184174799	GRHL2
negative regulation of Ras protein signal transduction (GO:0046580)	1/38	0.358360224974375196627107698077452369034290313720703125	0.67980082802563968069620159440091811120510101318359375	1.2213456374609934	-0.4713849729633528	TNK1
microtubule bundle formation (GO:0001578)	1/40	0.37281650079494477179054001680924557149410247802734375	0.6831908290429529184706325395382009446620941162109375	1.2474823122951777	-0.4752671338314546	MAP7
positive regulation of epidermis development (GO:0045684)	1/26	0.264399248453314472673270074665197171270847320556640625	0.65543828097440748337021432234905660152435302734375	1.128678951020409	-0.47681170487618096	SFN
hair follicle development (GO:0001942)	1/38	0.358360224974375196627107698077452369034290313720703125	0.67980082802563968069620159440091811120510101318359375	1.2377612450239752	-0.4777206657352528	LAMA5
negative regulation of cellular response to insulin stimulus (GO:1900077)	1/28	0.28095875147565407825567262989352457225322723388671875	0.66783805462583589740432898906874470412731170654296875	1.1838728057864845	-0.4779407790289233	PRKCZ
cerebral cortex cell migration (GO:0021795)	1/29	0.289099029532833784461587356418021954596042633056640625	0.67110663953955806970697040014783851802349090576171875	1.2022597614062116	-0.47949392839769583	GPR56
monosaccharide catabolic process (GO:0046365)	1/40	0.37281650079494477179054001680924557149410247802734375	0.6831908290429529184706325395382009446620941162109375	1.2693104915661184	-0.48358325671080205	FUT1
regulation of leukocyte degranulation (GO:0043300)	1/25	0.255977916633279678482182362131425179541110992431640625	0.65374642749529165985933332194690592586994171142578125	1.137801111860674	-0.4836061241859653	F2RL1
embryonic digestive tract morphogenesis (GO:0048557)	1/21	0.22132358371752636205798125956789590418338775634765625	0.65374642749529165985933332194690592586994171142578125	1.1425262262190607	-0.4856144666083576	OVOL2
regulation of intracellular pH (GO:0051453)	1/30	0.297147710380224749915356596829951740801334381103515625	0.67401797720392442325731963137513957917690277099609375	1.2337342334692807	-0.4867062995872677	RAB20
non-canonical Wnt signaling pathway (GO:0035567)	1/29	0.289099029532833784461587356418021954596042633056640625	0.67110663953955806970697040014783851802349090576171875	1.2215026180114015	-0.48716850356306934	GRHL3
bile acid metabolic process (GO:0008206)	1/39	0.36562928829993890378347032310557551681995391845703125	0.680449138227789518396093626506626605987548828125	1.2672378245672438	-0.4878893522198313	ATP8B1
regulation of protein export from nucleus (GO:0046825)	1/25	0.255977916633279678482182362131425179541110992431640625	0.65374642749529165985933332194690592586994171142578125	1.1502079649300156	-0.48887948001561216	SFN
lysosome organization (GO:0007040)	1/31	0.305105818407411799597639401326887309551239013671875	0.67980082802563968069620159440091811120510101318359375	1.2672733095325486	-0.4891110070962673	HOOK2
regulation of positive chemotaxis (GO:0050926)	1/27	0.272725840303143007847808121368871070444583892822265625	0.663098121521367378505829037749208509922027587890625	1.1917276642383985	-0.4896002214260406	F2RL1
positive regulation of peptidyl-lysine acetylation (GO:2000758)	1/21	0.22132358371752636205798125956789590418338775634765625	0.65374642749529165985933332194690592586994171142578125	1.154335529568319	-0.4906338424575618	MUC1
positive regulation of CD4-positive, alpha-beta T cell differentiation (GO:0043372)	1/21	0.22132358371752636205798125956789590418338775634765625	0.65374642749529165985933332194690592586994171142578125	1.1545699869433352	-0.4907334952186959	PRKCZ
regulation of myeloid leukocyte mediated immunity (GO:0002886)	1/25	0.255977916633279678482182362131425179541110992431640625	0.65374642749529165985933332194690592586994171142578125	1.1560223882639393	-0.49135081767171346	F2RL1
regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway (GO:1900739)	1/27	0.272725840303143007847808121368871070444583892822265625	0.663098121521367378505829037749208509922027587890625	1.1979373812816134	-0.4921513737828956	SFN
cellular response to heat (GO:0034605)	1/29	0.289099029532833784461587356418021954596042633056640625	0.67110663953955806970697040014783851802349090576171875	1.235222772722123	-0.4926404748388719	SLC52A3
lytic vacuole organization (GO:0080171)	1/31	0.305105818407411799597639401326887309551239013671875	0.67980082802563968069620159440091811120510101318359375	1.2781316054657295	-0.4933018253035776	HOOK2
cochlea morphogenesis (GO:0090103)	1/22	0.230134708725475756185829823152744211256504058837890625	0.65374642749529165985933332194690592586994171142578125	1.1685721238174405	-0.49668490366206947	GRHL3
positive regulation of monooxygenase activity (GO:0032770)	1/21	0.22132358371752636205798125956789590418338775634765625	0.65374642749529165985933332194690592586994171142578125	1.1685843287116857	-0.49669009117818325	CDH3
response to electrical stimulus (GO:0051602)	1/29	0.289099029532833784461587356418021954596042633056640625	0.67110663953955806970697040014783851802349090576171875	1.25054691719449	-0.4987521609056124	MYO6
positive regulation of membrane potential (GO:0045838)	1/26	0.264399248453314472673270074665197171270847320556640625	0.65543828097440748337021432234905660152435302734375	1.1823070566050184	-0.49946695899424515	PRKCZ
calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules (GO:0016339)	1/28	0.28095875147565407825567262989352457225322723388671875	0.66783805462583589740432898906874470412731170654296875	1.2385649543804347	-0.5000205227125303	CDH1
prostate gland epithelium morphogenesis (GO:0060740)	1/26	0.264399248453314472673270074665197171270847320556640625	0.65543828097440748337021432234905660152435302734375	1.185435530181771	-0.5007885862102421	FOXA1
positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway (GO:1900740)	1/27	0.272725840303143007847808121368871070444583892822265625	0.663098121521367378505829037749208509922027587890625	1.2212526343560492	-0.5017300329098053	SFN
dendritic cell migration (GO:0036336)	1/21	0.22132358371752636205798125956789590418338775634765625	0.65374642749529165985933332194690592586994171142578125	1.1830090952234817	-0.5028211323173937	ARHGEF5
regulation of T-helper cell differentiation (GO:0045622)	1/22	0.230134708725475756185829823152744211256504058837890625	0.65374642749529165985933332194690592586994171142578125	1.1846718807358951	-0.5035278755685897	PRKCZ
regulation of actin cytoskeleton reorganization (GO:2000249)	1/24	0.247460773610207684924944260274060070514678955078125	0.65374642749529165985933332194690592586994171142578125	1.1853236570766872	-0.5038049038002559	BAIAP2L1
regulation of lamellipodium assembly (GO:0010591)	1/22	0.230134708725475756185829823152744211256504058837890625	0.65374642749529165985933332194690592586994171142578125	1.188365968666476	-0.5050979949223922	SSH3
microtubule anchoring (GO:0034453)	1/29	0.289099029532833784461587356418021954596042633056640625	0.67110663953955806970697040014783851802349090576171875	1.269603036801631	-0.5063522602716238	CAMSAP3
neutral amino acid transport (GO:0015804)	1/28	0.28095875147565407825567262989352457225322723388671875	0.66783805462583589740432898906874470412731170654296875	1.2574083228910662	-0.5076277708742256	SERINC2
endosome to lysosome transport (GO:0008333)	1/31	0.305105818407411799597639401326887309551239013671875	0.67980082802563968069620159440091811120510101318359375	1.3165752762607832	-0.5081393685530144	HOOK2
positive regulation of positive chemotaxis (GO:0050927)	1/26	0.264399248453314472673270074665197171270847320556640625	0.65543828097440748337021432234905660152435302734375	1.205819127576269	-0.5093996600823946	F2RL1
positive regulation of CD4-positive, alpha-beta T cell activation (GO:2000516)	1/24	0.247460773610207684924944260274060070514678955078125	0.65374642749529165985933332194690592586994171142578125	1.1990297562196557	-0.5096304856309856	PRKCZ
regulation of membrane lipid distribution (GO:0097035)	1/30	0.297147710380224749915356596829951740801334381103515625	0.67401797720392442325731963137513957917690277099609375	1.298636921961877	-0.5123103125850015	ATP8B1
glutathione derivative metabolic process (GO:1901685)	1/27	0.272725840303143007847808121368871070444583892822265625	0.663098121521367378505829037749208509922027587890625	1.249024116583243	-0.5131394549244003	GSTO2
regulation of interleukin-4 production (GO:0032673)	1/21	0.22132358371752636205798125956789590418338775634765625	0.65374642749529165985933332194690592586994171142578125	1.208722446352492	-0.5137502252403193	PRKCZ
release of cytochrome c from mitochondria (GO:0001836)	1/25	0.255977916633279678482182362131425179541110992431640625	0.65374642749529165985933332194690592586994171142578125	1.210703021569526	-0.5145920404700499	SFN
branching involved in mammary gland duct morphogenesis (GO:0060444)	1/24	0.247460773610207684924944260274060070514678955078125	0.65374642749529165985933332194690592586994171142578125	1.2119026080579132	-0.5151019075867431	DDR1
positive regulation of granulocyte chemotaxis (GO:0071624)	1/20	0.2124122408959216723456364661615225486457347869873046875	0.65374642749529165985933332194690592586994171142578125	1.2142272124654985	-0.5160899475140196	S100A14
keratan sulfate biosynthetic process (GO:0018146)	1/28	0.28095875147565407825567262989352457225322723388671875	0.66783805462583589740432898906874470412731170654296875	1.2791004988087886	-0.5163851098436439	B3GNT3
negative regulation of insulin receptor signaling pathway (GO:0046627)	1/26	0.264399248453314472673270074665197171270847320556640625	0.65543828097440748337021432234905660152435302734375	1.2243474999738853	-0.5172269920473445	PRKCZ
regulation of defense response to virus by virus (GO:0050690)	1/29	0.289099029532833784461587356418021954596042633056640625	0.67110663953955806970697040014783851802349090576171875	1.3027185886297832	-0.5195596440225079	AP1M2
response to lithium ion (GO:0010226)	1/25	0.255977916633279678482182362131425179541110992431640625	0.65374642749529165985933332194690592586994171142578125	1.2320778048224026	-0.5236770870361711	CDH1
negative regulation of T cell differentiation (GO:0045581)	1/26	0.264399248453314472673270074665197171270847320556640625	0.65543828097440748337021432234905660152435302734375	1.2451351419759746	-0.5260087550229107	ERBB2
regulation of protein activation cascade (GO:2000257)	1/29	0.289099029532833784461587356418021954596042633056640625	0.67110663953955806970697040014783851802349090576171875	1.3197192302552732	-0.5263399628021642	CD46
negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage (GO:1902230)	1/25	0.255977916633279678482182362131425179541110992431640625	0.65374642749529165985933332194690592586994171142578125	1.2390499519205593	-0.5266404986555182	MUC1
glutathione derivative biosynthetic process (GO:1901687)	1/27	0.272725840303143007847808121368871070444583892822265625	0.663098121521367378505829037749208509922027587890625	1.2848504625189168	-0.527858075150609	GSTO2
negative regulation of kidney development (GO:0090185)	1/16	0.175741844560904303396142722704098559916019439697265625	0.63388612358970564120141943931230343878269195556640625	1.1589350754964598	-0.5283422253757039	TACSTD2
positive regulation of smoothened signaling pathway (GO:0045880)	1/25	0.255977916633279678482182362131425179541110992431640625	0.65374642749529165985933332194690592586994171142578125	1.2445333022058522	-0.52897111843729	FOXA1
endothelial cell differentiation (GO:0045446)	1/23	0.23884673611136830739809511214843951165676116943359375	0.65374642749529165985933332194690592586994171142578125	1.2446866599076751	-0.5290363009397675	LAMA5
sodium ion homeostasis (GO:0055078)	1/24	0.247460773610207684924944260274060070514678955078125	0.65374642749529165985933332194690592586994171142578125	1.2459026972951943	-0.5295531602763537	SCNN1A
negative regulation of toll-like receptor signaling pathway (GO:0034122)	1/22	0.230134708725475756185829823152744211256504058837890625	0.65374642749529165985933332194690592586994171142578125	1.2472837928925495	-0.5301401752493616	F2RL1
renal system process involved in regulation of systemic arterial blood pressure (GO:0003071)	1/20	0.2124122408959216723456364661615225486457347869873046875	0.65374642749529165985933332194690592586994171142578125	1.2492402208941369	-0.5309717270497895	F2RL1
neuronal action potential (GO:0019228)	1/27	0.272725840303143007847808121368871070444583892822265625	0.663098121521367378505829037749208509922027587890625	1.293057213970136	-0.5312296737534435	MYH14
striated muscle adaptation (GO:0014888)	1/23	0.23884673611136830739809511214843951165676116943359375	0.65374642749529165985933332194690592586994171142578125	1.2562800709360522	-0.5339639148391419	MYH14
sarcomere organization (GO:0045214)	1/27	0.272725840303143007847808121368871070444583892822265625	0.663098121521367378505829037749208509922027587890625	1.308121239541433	-0.5374184620786587	KRT19
trabecula formation (GO:0060343)	1/24	0.247460773610207684924944260274060070514678955078125	0.65374642749529165985933332194690592586994171142578125	1.2656995011389962	-0.5379675092151718	OVOL2
positive regulation of protein complex disassembly (GO:0043243)	1/21	0.22132358371752636205798125956789590418338775634765625	0.65374642749529165985933332194690592586994171142578125	1.2681066803452636	-0.5389906463821414	F2RL1
hippo signaling (GO:0035329)	1/26	0.264399248453314472673270074665197171270847320556640625	0.65543828097440748337021432234905660152435302734375	1.2790024331397425	-0.5403160306434358	WWC1
purinergic receptor signaling pathway (GO:0035587)	1/25	0.255977916633279678482182362131425179541110992431640625	0.65374642749529165985933332194690592586994171142578125	1.2722105123559673	-0.5407349216094358	P2RY2
regulation of intracellular estrogen receptor signaling pathway (GO:0033146)	1/21	0.22132358371752636205798125956789590418338775634765625	0.65374642749529165985933332194690592586994171142578125	1.2722901307801708	-0.5407687622843496	FOXA1
oligodendrocyte differentiation (GO:0048709)	1/23	0.23884673611136830739809511214843951165676116943359375	0.65374642749529165985933332194690592586994171142578125	1.2725641518408646	-0.540885231025438	ERBB2
sex determination (GO:0007530)	1/22	0.230134708725475756185829823152744211256504058837890625	0.65374642749529165985933332194690592586994171142578125	1.2740129883997808	-0.5415010383273755	TMEM184A
regulation of establishment of planar polarity (GO:0090175)	1/23	0.23884673611136830739809511214843951165676116943359375	0.65374642749529165985933332194690592586994171142578125	1.275101016101448	-0.5419634889739122	GRHL3
positive regulation of vasodilation (GO:0045909)	1/26	0.264399248453314472673270074665197171270847320556640625	0.65543828097440748337021432234905660152435302734375	1.2845547239745485	-0.5426616022132067	F2RL1
regulation of T cell differentiation in thymus (GO:0033081)	1/22	0.230134708725475756185829823152744211256504058837890625	0.65374642749529165985933332194690592586994171142578125	1.2777270330789494	-0.5430796400123474	ERBB2
phosphatidylserine metabolic process (GO:0006658)	1/27	0.272725840303143007847808121368871070444583892822265625	0.663098121521367378505829037749208509922027587890625	1.3233960701677414	-0.5436938559302105	SERINC2
positive regulation of establishment of protein localization to plasma membrane (GO:0090004)	1/25	0.255977916633279678482182362131425179541110992431640625	0.65374642749529165985933332194690592586994171142578125	1.2802940593824523	-0.5441707179066996	ARHGEF16
signal transduction involved in regulation of gene expression (GO:0023019)	1/22	0.230134708725475756185829823152744211256504058837890625	0.65374642749529165985933332194690592586994171142578125	1.2840065295754608	-0.5457486503787998	EPCAM
regulation of type 2 immune response (GO:0002828)	1/23	0.23884673611136830739809511214843951165676116943359375	0.65374642749529165985933332194690592586994171142578125	1.2843668913908701	-0.5459018170254467	PRKCZ
regulation of epidermal growth factor-activated receptor activity (GO:0007176)	1/24	0.247460773610207684924944260274060070514678955078125	0.65374642749529165985933332194690592586994171142578125	1.2889859054628794	-0.5478650630353507	CBLC
positive regulation of protein localization to plasma membrane (GO:1903078)	1/26	0.264399248453314472673270074665197171270847320556640625	0.65543828097440748337021432234905660152435302734375	1.296970080310487	-0.5479064835993903	ARHGEF16
pigment granule localization (GO:0051875)	1/26	0.264399248453314472673270074665197171270847320556640625	0.65543828097440748337021432234905660152435302734375	1.2979487942373265	-0.5483199424094624	RAB17
negative regulation of signal transduction by p53 class mediator (GO:1901797)	1/25	0.255977916633279678482182362131425179541110992431640625	0.65374642749529165985933332194690592586994171142578125	1.2955260382440748	-0.5506448531348728	MUC1
positive regulation of response to biotic stimulus (GO:0002833)	1/24	0.247460773610207684924944260274060070514678955078125	0.65374642749529165985933332194690592586994171142578125	1.307779182611751	-0.5558528772745684	F2RL1
response to arsenic-containing substance (GO:0046685)	1/20	0.2124122408959216723456364661615225486457347869873046875	0.65374642749529165985933332194690592586994171142578125	1.3107623207987418	-0.5571208175863532	GSTO2
activation of protein kinase B activity (GO:0032148)	1/20	0.2124122408959216723456364661615225486457347869873046875	0.65374642749529165985933332194690592586994171142578125	1.31509918832553	-0.5589641412339355	PRKCZ
gland morphogenesis (GO:0022612)	1/14	0.1567752766407306819207434500640374608337879180908203125	0.63388612358970564120141943931230343878269195556640625	1.227526624765817	-0.559612149419909	SERPINB5
regulation of keratinocyte differentiation (GO:0045616)	1/23	0.23884673611136830739809511214843951165676116943359375	0.65374642749529165985933332194690592586994171142578125	1.3168459137741348	-0.5597065619570399	OVOL2
positive regulation of histone acetylation (GO:0035066)	1/19	0.2033995474971390382545877173470216803252696990966796875	0.639870035255270419582984686712734401226043701171875	1.2558665401346447	-0.5607320940923519	MUC1
membrane hyperpolarization (GO:0060081)	1/25	0.255977916633279678482182362131425179541110992431640625	0.65374642749529165985933332194690592586994171142578125	1.3201025141521978	-0.5610907334703567	PRKCZ
regulation of dendritic spine morphogenesis (GO:0061001)	1/21	0.22132358371752636205798125956789590418338775634765625	0.65374642749529165985933332194690592586994171142578125	1.3208090863570707	-0.5613910519020177	EFNA1
regulation of complement activation (GO:0030449)	1/27	0.272725840303143007847808121368871070444583892822265625	0.663098121521367378505829037749208509922027587890625	1.3782954178363984	-0.5662482813927571	CD46
